# Chunk-averaged data for fix 55 and group vx
# Timestep Number-of-chunks Total-count
# Chunk Coord1 Ncount density/number vx temp
30000 70 52599
  55 9.5 2342.72 0.0278564 0.26218 1438.18
  56 10.5 2323.3 0.0276254 0.245399 1444.38
  57 11.5 2341.6 0.027843 0.279119 1437.14
  58 12.5 2341.16 0.0278378 0.224972 1436.03
  59 13.5 2331.08 0.027718 0.243249 1437.47
  60 14.5 2349.64 0.0279386 0.275039 1441.81
  61 15.5 2326.36 0.0276618 0.274224 1442.58
  62 16.5 2329.56 0.0276999 0.248345 1439.47
  63 17.5 2369.34 0.0281729 0.248598 1436.47
  64 18.5 2308.92 0.0274545 0.215375 1440.84
  65 19.5 2286.04 0.0271824 0.194766 1442.66
  66 20.5 2528.66 0.0300673 0.145812 1444.91
  67 21.5 2042.58 0.0242875 0.168997 1445
  68 22.5 2208.36 0.0262587 0.203761 1449.92
  69 23.5 3445.92 0.0409741 0.143594 1440.31
  70 24.5 360.44 0.00428585 0.120931 1452.26
80000 70 52599
  1 -44.5 0 0 0 0
  2 -43.5 0 0 0 0
  3 -42.5 0 0 0 0
  4 -41.5 0 0 0 0
  5 -40.5 0 0 0 0
  6 -39.5 0 0 0 0
  7 -38.5 0 0 0 0
  8 -37.5 0 0 0 0
  9 -36.5 0 0 0 0
  10 -35.5 0 0 0 0
  11 -34.5 0 0 0 0
  12 -33.5 0 0 0 0
  13 -32.5 0 0 0 0
  14 -31.5 0 0 0 0
  15 -30.5 0 0 0 0
  16 -29.5 0 0 0 0
  17 -28.5 0 0 0 0
  18 -27.5 0 0 0 0
  19 -26.5 0 0 0 0
  20 -25.5 0 0 0 0
  21 -24.5 0 0 0 0
  22 -23.5 0 0 0 0
  23 -22.5 0 0 0 0
  24 -21.5 0 0 0 0
  25 -20.5 0 0 0 0
  26 -19.5 0 0 0 0
  27 -18.5 0 0 0 0
  28 -17.5 0 0 0 0
  29 -16.5 0 0 0 0
  30 -15.5 0 0 0 0
  31 -14.5 0 0 0 0
  32 -13.5 0 0 0 0
  33 -12.5 0 0 0 0
  34 -11.5 0 0 0 0
  35 -10.5 0 0 0 0
  36 -9.5 0 0 0 0
  37 -8.5 0 0 0 0
  38 -7.5 0 0 0 0
  39 -6.5 0 0 0 0
  40 -5.5 0 0 0 0
  41 -4.5 0 0 0 0
  42 -3.5 0 0 0 0
  43 -2.5 0 0 0 0
  44 -1.5 0 0 0 0
  45 -0.5 0 0 0 0
  46 0.5 0 0 0 0
  47 1.5 14.1 0.000167658 0.00333961 1479.84
  48 2.5 2356.42 0.0280193 0.147148 1475.2
  49 3.5 2802.3 0.033321 0.124487 1477.07
  50 4.5 1926.86 0.0229115 0.182492 1475.67
  51 5.5 2441.96 0.0290364 0.227506 1469.2
  52 6.5 2382.96 0.0283348 0.217062 1474.19
  53 7.5 2251.84 0.0267757 0.293223 1473.16
  54 8.5 2371.44 0.0281979 0.243968 1466.97
  55 9.5 2342.64 0.0278554 0.29317 1470.61
  56 10.5 2322.78 0.0276193 0.20355 1460.5
  57 11.5 2340.78 0.0278333 0.25246 1471.27
  58 12.5 2331.6 0.0277241 0.26435 1464.78
  59 13.5 2330.58 0.027712 0.243743 1463.62
  60 14.5 2337.9 0.027799 0.241824 1467.15
  61 15.5 2340.32 0.0278278 0.278411 1467.74
  62 16.5 2319.5 0.0275803 0.246963 1469.2
  63 17.5 2375.14 0.0282419 0.252375 1471.91
  64 18.5 2301.88 0.0273707 0.203967 1465.22
  65 19.5 2282 0.0271344 0.181162 1472.86
  66 20.5 2533.1 0.0301201 0.197772 1466.15
  67 21.5 2018.9 0.0240059 0.173337 1463.28
  68 22.5 2298.46 0.0273301 0.134832 1469.82
  69 23.5 3328.2 0.0395743 0.190049 1467.32
  70 24.5 247.34 0.00294102 0.237249 1467.28
85000 70 52599
  1 -44.5 0 0 0 0
  2 -43.5 0 0 0 0
  3 -42.5 0 0 0 0
  4 -41.5 0 0 0 0
  5 -40.5 0 0 0 0
  6 -39.5 0 0 0 0
  7 -38.5 0 0 0 0
  8 -37.5 0 0 0 0
  9 -36.5 0 0 0 0
  10 -35.5 0 0 0 0
  11 -34.5 0 0 0 0
  12 -33.5 0 0 0 0
  13 -32.5 0 0 0 0
  14 -31.5 0 0 0 0
  15 -30.5 0 0 0 0
  16 -29.5 0 0 0 0
  17 -28.5 0 0 0 0
  18 -27.5 0 0 0 0
  19 -26.5 0 0 0 0
  20 -25.5 0 0 0 0
  21 -24.5 0 0 0 0
  22 -23.5 0 0 0 0
  23 -22.5 0 0 0 0
  24 -21.5 0 0 0 0
  25 -20.5 0 0 0 0
  26 -19.5 0 0 0 0
  27 -18.5 0 0 0 0
  28 -17.5 0 0 0 0
  29 -16.5 0 0 0 0
  30 -15.5 0 0 0 0
  31 -14.5 0 0 0 0
  32 -13.5 0 0 0 0
  33 -12.5 0 0 0 0
  34 -11.5 0 0 0 0
  35 -10.5 0 0 0 0
  36 -9.5 0 0 0 0
  37 -8.5 0 0 0 0
  38 -7.5 0 0 0 0
  39 -6.5 0 0 0 0
  40 -5.5 0 0 0 0
  41 -4.5 0 0 0 0
  42 -3.5 0 0 0 0
  43 -2.5 0 0 0 0
  44 -1.5 0 0 0 0
  45 -0.5 0 0 0 0
  46 0.5 0 0 0 0
  47 1.5 9.14 0.00010868 -0.496446 1509.92
  48 2.5 2224.76 0.0264537 0.177716 1484.58
  49 3.5 2866.46 0.0340839 0.142025 1491.07
  50 4.5 1918.92 0.0228171 0.149756 1494.98
  51 5.5 2414.14 0.0287056 0.159331 1487.66
  52 6.5 2397.04 0.0285023 0.148664 1485.29
  53 7.5 2257.5 0.026843 0.148583 1488.68
  54 8.5 2354.8 0.028 0.219531 1484.63
  55 9.5 2333.72 0.0277493 0.186815 1493.27
  56 10.5 2320.02 0.0275864 0.1666 1485.21
  57 11.5 2337.76 0.0277974 0.242374 1487.01
  58 12.5 2338.98 0.0278119 0.18433 1486.5
  59 13.5 2321.8 0.0276076 0.215106 1486.01
  60 14.5 2344.2 0.027874 0.237802 1484.33
  61 15.5 2327.54 0.0276759 0.238247 1484.66
  62 16.5 2325.32 0.0276495 0.270067 1489.06
  63 17.5 2361.72 0.0280823 0.235534 1488.05
  64 18.5 2298.04 0.0273251 0.224091 1484.59
  65 19.5 2293.3 0.0272687 0.178415 1480.47
  66 20.5 2531.3 0.0300987 0.195964 1485.36
  67 21.5 2044.1 0.0243056 0.144591 1482
  68 22.5 2234.74 0.0265724 0.116273 1486.19
  69 23.5 3408.02 0.0405234 0.129691 1483.4
  70 24.5 335.68 0.00399144 0.255996 1470.51
90000 70 52599
  1 -44.5 0.04 4.75624e-07 0.971076 889.884
  2 -43.5 0 0 0 0
  3 -42.5 0 0 0 0
  4 -41.5 0 0 0 0
  5 -40.5 0 0 0 0
  6 -39.5 0 0 0 0
  7 -38.5 0 0 0 0
  8 -37.5 0 0 0 0
  9 -36.5 0 0 0 0
  10 -35.5 0 0 0 0
  11 -34.5 0 0 0 0
  12 -33.5 0 0 0 0
  13 -32.5 0 0 0 0
  14 -31.5 0 0 0 0
  15 -30.5 0 0 0 0
  16 -29.5 0 0 0 0
  17 -28.5 0 0 0 0
  18 -27.5 0 0 0 0
  19 -26.5 0 0 0 0
  20 -25.5 0 0 0 0
  21 -24.5 0 0 0 0
  22 -23.5 0 0 0 0
  23 -22.5 0 0 0 0
  24 -21.5 0 0 0 0
  25 -20.5 0 0 0 0
  26 -19.5 0 0 0 0
  27 -18.5 0 0 0 0
  28 -17.5 0 0 0 0
  29 -16.5 0 0 0 0
  30 -15.5 0 0 0 0
  31 -14.5 0 0 0 0
  32 -13.5 0 0 0 0
  33 -12.5 0 0 0 0
  34 -11.5 0 0 0 0
  35 -10.5 0 0 0 0
  36 -9.5 0 0 0 0
  37 -8.5 0 0 0 0
  38 -7.5 0 0 0 0
  39 -6.5 0 0 0 0
  40 -5.5 0 0 0 0
  41 -4.5 0 0 0 0
  42 -3.5 0 0 0 0
  43 -2.5 0 0 0 0
  44 -1.5 0 0 0 0
  45 -0.5 0 0 0 0
  46 0.5 0 0 0 0
  47 1.5 10.2 0.000121284 0.0935296 1514.7
  48 2.5 2324.92 0.0276447 0.0690343 1495.46
  49 3.5 2823.78 0.0335765 0.0578345 1497.37
  50 4.5 1912.58 0.0227417 0.168517 1494.78
  51 5.5 2428.24 0.0288732 0.17978 1495.26
  52 6.5 2395.22 0.0284806 0.180345 1494.32
  53 7.5 2256.04 0.0268257 0.16764 1492
  54 8.5 2367.5 0.028151 0.161764 1494.32
  55 9.5 2331.5 0.0277229 0.180038 1492.6
  56 10.5 2320.68 0.0275943 0.204262 1491.77
  57 11.5 2349.98 0.0279427 0.134323 1493.76
  58 12.5 2330.88 0.0277156 0.178662 1496.5
  59 13.5 2319.64 0.0275819 0.0803358 1492.48
  60 14.5 2344.36 0.0278759 0.136319 1501.03
  61 15.5 2327.9 0.0276801 0.160778 1492.52
  62 16.5 2325.2 0.027648 0.16794 1488.7
  63 17.5 2366.04 0.0281337 0.150299 1495.64
  64 18.5 2291.76 0.0272504 0.0860732 1499.17
  65 19.5 2288.06 0.0272064 0.114117 1491.19
  66 20.5 2527.96 0.030059 0.155946 1490.29
  67 21.5 2042.4 0.0242854 0.0793814 1486.59
  68 22.5 2233.4 0.0265565 0.136953 1497.85
  69 23.5 3381.66 0.04021 0.10989 1489.64
  70 24.5 299.06 0.003556 0.287915 1478.37
95000 70 52599
  1 -44.5 0 0 0 0
  2 -43.5 0 0 0 0
  3 -42.5 0 0 0 0
  4 -41.5 0 0 0 0
  5 -40.5 0 0 0 0
  6 -39.5 0 0 0 0
  7 -38.5 0 0 0 0
  8 -37.5 0 0 0 0
  9 -36.5 0 0 0 0
  10 -35.5 0 0 0 0
  11 -34.5 0 0 0 0
  12 -33.5 0 0 0 0
  13 -32.5 0 0 0 0
  14 -31.5 0 0 0 0
  15 -30.5 0 0 0 0
  16 -29.5 0 0 0 0
  17 -28.5 0 0 0 0
  18 -27.5 0 0 0 0
  19 -26.5 0 0 0 0
  20 -25.5 0 0 0 0
  21 -24.5 0 0 0 0
  22 -23.5 0 0 0 0
  23 -22.5 0 0 0 0
  24 -21.5 0 0 0 0
  25 -20.5 0 0 0 0
  26 -19.5 0 0 0 0
  27 -18.5 0 0 0 0
  28 -17.5 0 0 0 0
  29 -16.5 0 0 0 0
  30 -15.5 0 0 0 0
  31 -14.5 0 0 0 0
  32 -13.5 0 0 0 0
  33 -12.5 0 0 0 0
  34 -11.5 0 0 0 0
  35 -10.5 0 0 0 0
  36 -9.5 0 0 0 0
  37 -8.5 0 0 0 0
  38 -7.5 0 0 0 0
  39 -6.5 0 0 0 0
  40 -5.5 0 0 0 0
  41 -4.5 0 0 0 0
  42 -3.5 0 0 0 0
  43 -2.5 0 0 0 0
  44 -1.5 0 0 0 0
  45 -0.5 0 0 0 0
  46 0.5 0 0 0 0
  47 1.5 10.72 0.000127467 -0.440693 1524.06
  48 2.5 2304.1 0.0273971 0.112894 1500.92
  49 3.5 2826.9 0.0336136 0.147363 1505.28
  50 4.5 1904.44 0.0226449 0.107603 1506.59
  51 5.5 2433.12 0.0289313 0.159206 1504.34
  52 6.5 2388.36 0.028399 0.134623 1501.82
  53 7.5 2257.44 0.0268423 0.213844 1497.45
  54 8.5 2355.2 0.0280048 0.200599 1501.19
  55 9.5 2326.56 0.0276642 0.224402 1497.62
  56 10.5 2323.24 0.0276247 0.210043 1499.55
  57 11.5 2330.32 0.0277089 0.219548 1504.43
  58 12.5 2338.9 0.0278109 0.264753 1500.91
  59 13.5 2328.32 0.0276851 0.27358 1498.32
  60 14.5 2338.04 0.0278007 0.20498 1497.69
  61 15.5 2334.42 0.0277577 0.247512 1498.3
  62 16.5 2305.2 0.0274102 0.169021 1495.24
  63 17.5 2369.02 0.0281691 0.142348 1497.22
  64 18.5 2311.08 0.0274801 0.16184 1489.71
  65 19.5 2285.44 0.0271753 0.15295 1495.05
  66 20.5 2539.4 0.030195 0.135664 1493.81
  67 21.5 2047.12 0.0243415 0.137297 1492.35
  68 22.5 2216.42 0.0263546 0.15857 1496.28
  69 23.5 3401.26 0.040443 0.136192 1498.01
  70 24.5 323.98 0.00385232 0.2252 1472.62
100000 70 52599
  1 -44.5 0.02 2.37812e-07 -7.96534 509.088
  2 -43.5 0 0 0 0
  3 -42.5 0 0 0 0
  4 -41.5 0 0 0 0
  5 -40.5 0 0 0 0
  6 -39.5 0 0 0 0
  7 -38.5 0 0 0 0
  8 -37.5 0 0 0 0
  9 -36.5 0 0 0 0
  10 -35.5 0 0 0 0
  11 -34.5 0 0 0 0
  12 -33.5 0 0 0 0
  13 -32.5 0 0 0 0
  14 -31.5 0 0 0 0
  15 -30.5 0 0 0 0
  16 -29.5 0 0 0 0
  17 -28.5 0 0 0 0
  18 -27.5 0 0 0 0
  19 -26.5 0 0 0 0
  20 -25.5 0 0 0 0
  21 -24.5 0 0 0 0
  22 -23.5 0 0 0 0
  23 -22.5 0 0 0 0
  24 -21.5 0 0 0 0
  25 -20.5 0 0 0 0
  26 -19.5 0 0 0 0
  27 -18.5 0 0 0 0
  28 -17.5 0 0 0 0
  29 -16.5 0 0 0 0
  30 -15.5 0 0 0 0
  31 -14.5 0 0 0 0
  32 -13.5 0 0 0 0
  33 -12.5 0 0 0 0
  34 -11.5 0 0 0 0
  35 -10.5 0 0 0 0
  36 -9.5 0 0 0 0
  37 -8.5 0 0 0 0
  38 -7.5 0 0 0 0
  39 -6.5 0 0 0 0
  40 -5.5 0 0 0 0
  41 -4.5 0 0 0 0
  42 -3.5 0 0 0 0
  43 -2.5 0 0 0 0
  44 -1.5 0 0 0 0
  45 -0.5 0 0 0 0
  46 0.5 0 0 0 0
  47 1.5 11.18 0.000132937 0.578808 1543.16
  48 2.5 2344.66 0.0278794 0.130826 1502.55
  49 3.5 2807.24 0.0333798 0.0790117 1507.93
  50 4.5 1912.5 0.0227408 0.0817619 1506.41
  51 5.5 2428.22 0.028873 0.0967658 1503.88
  52 6.5 2390.28 0.0284219 0.150106 1499.24
  53 7.5 2255 0.0268133 0.151933 1498.65
  54 8.5 2357.2 0.0280285 0.197153 1503.82
  55 9.5 2335.6 0.0277717 0.155061 1498
  56 10.5 2320.62 0.0275936 0.185473 1496.56
  57 11.5 2336.62 0.0277838 0.186879 1495.04
  58 12.5 2326.46 0.027663 0.164604 1498.57
  59 13.5 2331.22 0.0277196 0.20161 1503.31
  60 14.5 2337.68 0.0277964 0.167227 1493.16
  61 15.5 2335.46 0.02777 0.194501 1495.62
  62 16.5 2319.34 0.0275784 0.190429 1497.3
  63 17.5 2365 0.0281213 0.17945 1492.57
  64 18.5 2302.54 0.0273786 0.139728 1493.46
  65 19.5 2280.46 0.0271161 0.13866 1497.55
  66 20.5 2533.7 0.0301272 0.135575 1494.5
  67 21.5 2050.18 0.0243779 0.172933 1500.94
  68 22.5 2238.1 0.0266124 0.169634 1491.49
  69 23.5 3381.7 0.0402105 0.167284 1496.74
  70 24.5 298.02 0.00354364 0.00257718 1492.22
105000 70 52599
  1 -44.5 0 0 0 0
  2 -43.5 0 0 0 0
  3 -42.5 0 0 0 0
  4 -41.5 0 0 0 0
  5 -40.5 0 0 0 0
  6 -39.5 0 0 0 0
  7 -38.5 0 0 0 0
  8 -37.5 0 0 0 0
  9 -36.5 0 0 0 0
  10 -35.5 0 0 0 0
  11 -34.5 0 0 0 0
  12 -33.5 0 0 0 0
  13 -32.5 0 0 0 0
  14 -31.5 0 0 0 0
  15 -30.5 0 0 0 0
  16 -29.5 0 0 0 0
  17 -28.5 0 0 0 0
  18 -27.5 0 0 0 0
  19 -26.5 0 0 0 0
  20 -25.5 0 0 0 0
  21 -24.5 0 0 0 0
  22 -23.5 0 0 0 0
  23 -22.5 0 0 0 0
  24 -21.5 0 0 0 0
  25 -20.5 0 0 0 0
  26 -19.5 0 0 0 0
  27 -18.5 0 0 0 0
  28 -17.5 0 0 0 0
  29 -16.5 0 0 0 0
  30 -15.5 0 0 0 0
  31 -14.5 0 0 0 0
  32 -13.5 0 0 0 0
  33 -12.5 0 0 0 0
  34 -11.5 0 0 0 0
  35 -10.5 0 0 0 0
  36 -9.5 0 0 0 0
  37 -8.5 0 0 0 0
  38 -7.5 0 0 0 0
  39 -6.5 0 0 0 0
  40 -5.5 0 0 0 0
  41 -4.5 0 0 0 0
  42 -3.5 0 0 0 0
  43 -2.5 0 0 0 0
  44 -1.5 0 0 0 0
  45 -0.5 0 0 0 0
  46 0.5 0 0 0 0
  47 1.5 5.96 7.0868e-05 0.239255 1385.14
  48 2.5 2216.5 0.0263555 0.172797 1492.92
  49 3.5 2878.6 0.0342283 0.148497 1492.23
  50 4.5 1922.78 0.022863 0.171289 1500.45
  51 5.5 2413.64 0.0286996 0.197843 1493.99
  52 6.5 2388.8 0.0284043 0.201631 1490.8
  53 7.5 2268.08 0.0269688 0.221207 1495.09
  54 8.5 2349.58 0.0279379 0.167286 1497.25
  55 9.5 2333.42 0.0277458 0.247508 1495.02
  56 10.5 2323.62 0.0276293 0.253377 1495.66
  57 11.5 2331.8 0.0277265 0.251648 1501.41
  58 12.5 2338.5 0.0278062 0.251328 1493.12
  59 13.5 2322.32 0.0276138 0.239873 1499.54
  60 14.5 2340.72 0.0278326 0.260899 1495.31
  61 15.5 2335.28 0.0277679 0.217569 1487.19
  62 16.5 2313.94 0.0275141 0.299418 1492.44
  63 17.5 2363.94 0.0281087 0.282335 1491.95
  64 18.5 2310.5 0.0274732 0.222588 1492.97
  65 19.5 2268.32 0.0269717 0.250981 1497.5
  66 20.5 2540.16 0.030204 0.251731 1491.92
  67 21.5 2050.32 0.0243795 0.241536 1496.24
  68 22.5 2191.66 0.0260602 0.215967 1488.91
  69 23.5 3439.42 0.0408968 0.250531 1486.13
  70 24.5 351.14 0.00417527 0.26652 1495.11
110000 70 52599
  1 -44.5 0 0 0 0
  2 -43.5 0 0 0 0
  3 -42.5 0 0 0 0
  4 -41.5 0 0 0 0
  5 -40.5 0 0 0 0
  6 -39.5 0 0 0 0
  7 -38.5 0 0 0 0
  8 -37.5 0 0 0 0
  9 -36.5 0 0 0 0
  10 -35.5 0 0 0 0
  11 -34.5 0 0 0 0
  12 -33.5 0 0 0 0
  13 -32.5 0 0 0 0
  14 -31.5 0 0 0 0
  15 -30.5 0 0 0 0
  16 -29.5 0 0 0 0
  17 -28.5 0 0 0 0
  18 -27.5 0 0 0 0
  19 -26.5 0 0 0 0
  20 -25.5 0 0 0 0
  21 -24.5 0 0 0 0
  22 -23.5 0 0 0 0
  23 -22.5 0 0 0 0
  24 -21.5 0 0 0 0
  25 -20.5 0 0 0 0
  26 -19.5 0 0 0 0
  27 -18.5 0 0 0 0
  28 -17.5 0 0 0 0
  29 -16.5 0 0 0 0
  30 -15.5 0 0 0 0
  31 -14.5 0 0 0 0
  32 -13.5 0 0 0 0
  33 -12.5 0 0 0 0
  34 -11.5 0 0 0 0
  35 -10.5 0 0 0 0
  36 -9.5 0 0 0 0
  37 -8.5 0 0 0 0
  38 -7.5 0 0 0 0
  39 -6.5 0 0 0 0
  40 -5.5 0 0 0 0
  41 -4.5 0 0 0 0
  42 -3.5 0 0 0 0
  43 -2.5 0 0 0 0
  44 -1.5 0 0 0 0
  45 -0.5 0 0 0 0
  46 0.5 0 0 0 0
  47 1.5 10.34 0.000122949 -0.247794 1539.46
  48 2.5 2384.96 0.0283586 0.137746 1490.52
  49 3.5 2799.06 0.0332825 0.182157 1498.28
  50 4.5 1909.66 0.022707 0.180487 1495.14
  51 5.5 2446.88 0.0290949 0.219786 1489.85
  52 6.5 2379.32 0.0282916 0.185215 1498.05
  53 7.5 2255.7 0.0268216 0.232087 1499.31
  54 8.5 2364.42 0.0281144 0.202342 1502.12
  55 9.5 2333.44 0.027746 0.232842 1498.5
  56 10.5 2309.26 0.0274585 0.196517 1505.25
  57 11.5 2340.38 0.0278285 0.179183 1496.61
  58 12.5 2327.52 0.0276756 0.167145 1501.63
  59 13.5 2338.24 0.0278031 0.254301 1499.45
  60 14.5 2338.5 0.0278062 0.22192 1500.52
  61 15.5 2328.4 0.0276861 0.247814 1503.36
  62 16.5 2307.88 0.0274421 0.247565 1493.89
  63 17.5 2373.58 0.0282233 0.245525 1495.32
  64 18.5 2299.02 0.0273367 0.224093 1488.66
  65 19.5 2284.92 0.0271691 0.19491 1500.54
  66 20.5 2543.3 0.0302414 0.153135 1488.83
  67 21.5 2020.98 0.0240307 0.156341 1492.73
  68 22.5 2250.98 0.0267655 0.15616 1494.64
  69 23.5 3373.02 0.0401073 0.120206 1494.31
  70 24.5 279.24 0.00332033 0.0572614 1479.32
115000 70 52599
  1 -44.5 0.08 9.51249e-07 3.24886 1659.53
  2 -43.5 0 0 0 0
  3 -42.5 0 0 0 0
  4 -41.5 0 0 0 0
  5 -40.5 0 0 0 0
  6 -39.5 0 0 0 0
  7 -38.5 0 0 0 0
  8 -37.5 0 0 0 0
  9 -36.5 0 0 0 0
  10 -35.5 0 0 0 0
  11 -34.5 0 0 0 0
  12 -33.5 0 0 0 0
  13 -32.5 0 0 0 0
  14 -31.5 0 0 0 0
  15 -30.5 0 0 0 0
  16 -29.5 0 0 0 0
  17 -28.5 0 0 0 0
  18 -27.5 0 0 0 0
  19 -26.5 0 0 0 0
  20 -25.5 0 0 0 0
  21 -24.5 0 0 0 0
  22 -23.5 0 0 0 0
  23 -22.5 0 0 0 0
  24 -21.5 0 0 0 0
  25 -20.5 0 0 0 0
  26 -19.5 0 0 0 0
  27 -18.5 0 0 0 0
  28 -17.5 0 0 0 0
  29 -16.5 0 0 0 0
  30 -15.5 0 0 0 0
  31 -14.5 0 0 0 0
  32 -13.5 0 0 0 0
  33 -12.5 0 0 0 0
  34 -11.5 0 0 0 0
  35 -10.5 0 0 0 0
  36 -9.5 0 0 0 0
  37 -8.5 0 0 0 0
  38 -7.5 0 0 0 0
  39 -6.5 0 0 0 0
  40 -5.5 0 0 0 0
  41 -4.5 0 0 0 0
  42 -3.5 0 0 0 0
  43 -2.5 0 0 0 0
  44 -1.5 0 0 0 0
  45 -0.5 0 0 0 0
  46 0.5 0 0 0 0
  47 1.5 9.3 0.000110583 -0.0675818 1511.75
  48 2.5 2315.28 0.0275301 0.145199 1499.77
  49 3.5 2832.54 0.0336806 0.177189 1501.81
  50 4.5 1910.22 0.0227137 0.162796 1507.29
  51 5.5 2429.26 0.0288854 0.169079 1504.87
  52 6.5 2380.76 0.0283087 0.215848 1499.8
  53 7.5 2257.98 0.0268488 0.261901 1498.64
  54 8.5 2360.42 0.0280668 0.249489 1499.45
  55 9.5 2329.84 0.0277032 0.233591 1503.36
  56 10.5 2325.34 0.0276497 0.238398 1506.82
  57 11.5 2321.12 0.0275995 0.252024 1500.51
  58 12.5 2341.1 0.0278371 0.260923 1502.72
  59 13.5 2328.34 0.0276854 0.271566 1495.35
  60 14.5 2337.94 0.0277995 0.287694 1495.09
  61 15.5 2327.18 0.0276716 0.27016 1496.93
  62 16.5 2326.44 0.0276628 0.266096 1497.23
  63 17.5 2365.54 0.0281277 0.248619 1487.64
  64 18.5 2295.96 0.0273004 0.288964 1500.25
  65 19.5 2298.98 0.0273363 0.21767 1496.54
  66 20.5 2527.5 0.0300535 0.233694 1494.72
  67 21.5 2039.34 0.024249 0.226111 1502.42
  68 22.5 2223.6 0.02644 0.24882 1496.51
  69 23.5 3404.06 0.0404763 0.221782 1491.04
  70 24.5 310.88 0.00369655 0.0490361 1476.52
120000 70 52599
  1 -44.5 0.02 2.37812e-07 1.23364 317.674
  2 -43.5 0 0 0 0
  3 -42.5 0 0 0 0
  4 -41.5 0 0 0 0
  5 -40.5 0 0 0 0
  6 -39.5 0 0 0 0
  7 -38.5 0 0 0 0
  8 -37.5 0 0 0 0
  9 -36.5 0 0 0 0
  10 -35.5 0 0 0 0
  11 -34.5 0 0 0 0
  12 -33.5 0 0 0 0
  13 -32.5 0 0 0 0
  14 -31.5 0 0 0 0
  15 -30.5 0 0 0 0
  16 -29.5 0 0 0 0
  17 -28.5 0 0 0 0
  18 -27.5 0 0 0 0
  19 -26.5 0 0 0 0
  20 -25.5 0 0 0 0
  21 -24.5 0 0 0 0
  22 -23.5 0 0 0 0
  23 -22.5 0 0 0 0
  24 -21.5 0 0 0 0
  25 -20.5 0 0 0 0
  26 -19.5 0 0 0 0
  27 -18.5 0 0 0 0
  28 -17.5 0 0 0 0
  29 -16.5 0 0 0 0
  30 -15.5 0 0 0 0
  31 -14.5 0 0 0 0
  32 -13.5 0 0 0 0
  33 -12.5 0 0 0 0
  34 -11.5 0 0 0 0
  35 -10.5 0 0 0 0
  36 -9.5 0 0 0 0
  37 -8.5 0 0 0 0
  38 -7.5 0 0 0 0
  39 -6.5 0 0 0 0
  40 -5.5 0 0 0 0
  41 -4.5 0 0 0 0
  42 -3.5 0 0 0 0
  43 -2.5 0 0 0 0
  44 -1.5 0 0 0 0
  45 -0.5 0 0 0 0
  46 0.5 0 0 0 0
  47 1.5 7.96 9.46492e-05 -0.41914 1504.75
  48 2.5 2283.34 0.0271503 0.156656 1497.96
  49 3.5 2837.28 0.033737 0.204077 1501.32
  50 4.5 1916.8 0.0227919 0.155967 1502.51
  51 5.5 2422.82 0.0288088 0.162715 1500.61
  52 6.5 2391.14 0.0284321 0.18752 1507.56
  53 7.5 2246.86 0.0267165 0.226772 1499
  54 8.5 2362.38 0.0280901 0.244417 1498.76
  55 9.5 2335.12 0.027766 0.250435 1498.72
  56 10.5 2311.16 0.0274811 0.261197 1499.13
  57 11.5 2338.46 0.0278057 0.275117 1497.21
  58 12.5 2337.08 0.0277893 0.214818 1497.59
  59 13.5 2325.3 0.0276492 0.276231 1492.04
  60 14.5 2348.3 0.0279227 0.236855 1500.69
  61 15.5 2323.52 0.0276281 0.242135 1492.02
  62 16.5 2321.82 0.0276078 0.271834 1496.77
  63 17.5 2373.78 0.0282257 0.266946 1489.31
  64 18.5 2302.72 0.0273807 0.202256 1489.81
  65 19.5 2272.14 0.0270171 0.217203 1485.03
  66 20.5 2547.6 0.0302925 0.236919 1491.89
  67 21.5 2038.98 0.0242447 0.226036 1493.22
  68 22.5 2210.84 0.0262882 0.212351 1493.9
  69 23.5 3419.42 0.040659 0.211903 1492.59
  70 24.5 324.16 0.00385446 0.225175 1493.57
125000 70 52599
  1 -44.5 0 0 0 0
  2 -43.5 0 0 0 0
  3 -42.5 0 0 0 0
  4 -41.5 0 0 0 0
  5 -40.5 0 0 0 0
  6 -39.5 0 0 0 0
  7 -38.5 0 0 0 0
  8 -37.5 0 0 0 0
  9 -36.5 0 0 0 0
  10 -35.5 0 0 0 0
  11 -34.5 0 0 0 0
  12 -33.5 0 0 0 0
  13 -32.5 0 0 0 0
  14 -31.5 0 0 0 0
  15 -30.5 0 0 0 0
  16 -29.5 0 0 0 0
  17 -28.5 0 0 0 0
  18 -27.5 0 0 0 0
  19 -26.5 0 0 0 0
  20 -25.5 0 0 0 0
  21 -24.5 0 0 0 0
  22 -23.5 0 0 0 0
  23 -22.5 0 0 0 0
  24 -21.5 0 0 0 0
  25 -20.5 0 0 0 0
  26 -19.5 0 0 0 0
  27 -18.5 0 0 0 0
  28 -17.5 0 0 0 0
  29 -16.5 0 0 0 0
  30 -15.5 0 0 0 0
  31 -14.5 0 0 0 0
  32 -13.5 0 0 0 0
  33 -12.5 0 0 0 0
  34 -11.5 0 0 0 0
  35 -10.5 0 0 0 0
  36 -9.5 0 0 0 0
  37 -8.5 0 0 0 0
  38 -7.5 0 0 0 0
  39 -6.5 0 0 0 0
  40 -5.5 0 0 0 0
  41 -4.5 0 0 0 0
  42 -3.5 0 0 0 0
  43 -2.5 0 0 0 0
  44 -1.5 0 0 0 0
  45 -0.5 0 0 0 0
